split,layer,sample_idx,sample_name,label,clade,source_group,from_node,to_node,from_segment,to_segment,attention_mean,head_1,head_2,head_3,head_4
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,6,0,MP,PB2,0.12099325656890869,0.12499936670064926,0.11571567505598068,0.12271729111671448,0.12054067850112915
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,6,1,MP,PB1,0.1209932491183281,0.12499936670064926,0.11571566015481949,0.12271729111671448,0.12054067850112915
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,6,2,MP,PA,0.12099325656890869,0.12499936670064926,0.11571565270423889,0.12271730601787567,0.12054067850112915
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,6,3,MP,HA,0.1209932416677475,0.12499935925006866,0.1157156378030777,0.12271729111671448,0.12054067850112915
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,6,4,MP,NP,0.1209932491183281,0.12499936670064926,0.11571566015481949,0.12271729111671448,0.12054067850112915
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,6,5,MP,NA,0.12099325656890869,0.12499936670064926,0.11571566015481949,0.12271730601787567,0.12054067850112915
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,6,7,MP,NS,0.12099325656890869,0.12499935925006866,0.11571566015481949,0.12271730601787567,0.12054067850112915
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,7,0,NS,PB2,0.13060270249843597,0.12501443922519684,0.12953782081604004,0.12961724400520325,0.13824130594730377
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,7,1,NS,PB1,0.13060268759727478,0.12501443922519684,0.12953782081604004,0.12961722910404205,0.13824130594730377
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,7,2,NS,PA,0.13060270249843597,0.12501443922519684,0.12953782081604004,0.12961724400520325,0.13824130594730377
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,7,3,NS,HA,0.13060270249843597,0.12501443922519684,0.12953782081604004,0.12961724400520325,0.13824130594730377
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,7,4,NS,NP,0.13060270249843597,0.12501443922519684,0.12953780591487885,0.12961724400520325,0.13824130594730377
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,7,5,NS,NA,0.13060270249843597,0.12501443922519684,0.12953782081604004,0.12961724400520325,0.13824130594730377
train_internal,gat1,0,nonreassortant_H5N1_A1_fasta_20_7th_sep_A_Swan_Nebraska_22-008227-001_2022,Non-Reassortant,2.3.4.4b,train,7,6,NS,MP,0.13060268759727478,0.12501443922519684,0.12953782081604004,0.12961724400520325,0.13824129104614258
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,0,1,PB2,PB1,0.10164538025856018,0.125008687376976,0.13372531533241272,0.13443732261657715,0.013410220853984356
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,0,2,PB2,PA,0.10164538025856018,0.125008687376976,0.13372530043125153,0.13443733751773834,0.013410220853984356
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,0,3,PB2,HA,0.10164538025856018,0.125008687376976,0.13372531533241272,0.13443732261657715,0.013410220853984356
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,0,4,PB2,NP,0.10164538025856018,0.125008687376976,0.13372531533241272,0.13443733751773834,0.013410220853984356
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,0,5,PB2,NA,0.10164539515972137,0.125008687376976,0.1337253302335739,0.13443733751773834,0.013410220853984356
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,0,6,PB2,MP,0.10164538770914078,0.125008687376976,0.1337253302335739,0.13443732261657715,0.013410220853984356
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,0,7,PB2,NS,0.10164538025856018,0.125008687376976,0.13372530043125153,0.13443732261657715,0.013410220853984356
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,1,0,PB1,PB2,0.09493843466043472,0.12500612437725067,0.11836335062980652,0.126910999417305,0.009473254904150963
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,1,2,PB1,PA,0.09493844211101532,0.12500612437725067,0.11836335062980652,0.1269110143184662,0.009473254904150963
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,1,3,PB1,HA,0.09493844211101532,0.12500612437725067,0.11836335808038712,0.126910999417305,0.009473254904150963
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,1,4,PB1,NP,0.09493842720985413,0.12500612437725067,0.11836334317922592,0.126910999417305,0.009473254904150963
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,1,5,PB1,NA,0.09493844211101532,0.12500612437725067,0.11836335062980652,0.1269110143184662,0.009473259560763836
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,1,6,PB1,MP,0.09493843466043472,0.12500612437725067,0.11836335062980652,0.126910999417305,0.009473254904150963
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,1,7,PB1,NS,0.09493843466043472,0.12500612437725067,0.11836335062980652,0.126910999417305,0.009473254904150963
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,2,0,PA,PB2,0.08261222392320633,0.12498405575752258,0.09247796982526779,0.10858502984046936,0.004401818849146366
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,2,1,PA,PB1,0.08261221647262573,0.12498405575752258,0.092477947473526,0.10858502984046936,0.004401818849146366
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,2,3,PA,HA,0.08261221647262573,0.12498405575752258,0.092477947473526,0.10858502984046936,0.004401818849146366
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,2,4,PA,NP,0.08261222392320633,0.12498405575752258,0.0924779623746872,0.10858502984046936,0.004401818849146366
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,2,5,PA,NA,0.08261222392320633,0.12498405575752258,0.09247796982526779,0.10858503729104996,0.004401818849146366
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,2,6,PA,MP,0.08261222392320633,0.12498405575752258,0.09247796982526779,0.10858502984046936,0.004401818849146366
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,2,7,PA,NS,0.08261221647262573,0.12498405575752258,0.0924779400229454,0.10858502984046936,0.004401818849146366
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,3,0,HA,PB2,0.08577192574739456,0.12500439584255219,0.0975034087896347,0.11461008340120316,0.00596980843693018
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,3,1,HA,PB1,0.08577192574739456,0.12500439584255219,0.09750340133905411,0.11461008340120316,0.00596980843693018
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,3,2,HA,PA,0.08577193319797516,0.12500439584255219,0.0975034087896347,0.11461009830236435,0.00596980843693018
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,3,4,HA,NP,0.08577192574739456,0.12500439584255219,0.0975034162402153,0.11461008340120316,0.00596980843693018
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,3,5,HA,NA,0.08577193319797516,0.12500439584255219,0.0975034236907959,0.11461009830236435,0.0059698112308979034
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,3,6,HA,MP,0.08577192574739456,0.12500439584255219,0.0975034087896347,0.11461008340120316,0.00596980843693018
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,3,7,HA,NS,0.08577192574739456,0.12500439584255219,0.0975034087896347,0.11461008340120316,0.00596980843693018
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,4,0,NP,PB2,0.392717570066452,0.125035360455513,0.2945322096347809,0.19785656034946442,0.9534461498260498
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,4,1,NP,PB1,0.39271754026412964,0.125035360455513,0.2945321798324585,0.19785656034946442,0.9534461498260498
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,4,2,NP,PA,0.3927175998687744,0.125035360455513,0.2945322096347809,0.1978565901517868,0.9534461498260498
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,4,3,NP,HA,0.392717570066452,0.125035360455513,0.2945322096347809,0.19785656034946442,0.9534461498260498
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,4,5,NP,NA,0.3927175998687744,0.125035360455513,0.2945322096347809,0.1978565901517868,0.9534461498260498
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,4,6,NP,MP,0.392717570066452,0.125035360455513,0.2945322096347809,0.19785656034946442,0.9534461498260498
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,4,7,NP,NS,0.392717570066452,0.125035360455513,0.2945322096347809,0.19785656034946442,0.9534461498260498
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,5,0,NA,PB2,0.07608557492494583,0.12498214840888977,0.07847122102975845,0.09837905317544937,0.002509878948330879
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,5,1,NA,PB1,0.07608557492494583,0.12498214840888977,0.07847121357917786,0.09837905317544937,0.002509878948330879
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,5,2,NA,PA,0.07608558237552643,0.12498214840888977,0.07847120612859726,0.09837906062602997,0.002509878948330879
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,5,3,NA,HA,0.07608557492494583,0.12498214840888977,0.07847121357917786,0.09837905317544937,0.0025098801124840975
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,5,4,NA,NP,0.07608557492494583,0.12498214840888977,0.07847121357917786,0.09837905317544937,0.0025098801124840975
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,5,6,NA,MP,0.07608557492494583,0.12498214840888977,0.07847122102975845,0.09837904572486877,0.002509878948330879
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,5,7,NA,NS,0.07608557492494583,0.12498214840888977,0.07847120612859726,0.09837905317544937,0.002509878948330879
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,6,0,MP,PB2,0.08204860240221024,0.12498433142900467,0.08953116089105606,0.10823485255241394,0.005444081034511328
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,6,1,MP,PB1,0.08204860240221024,0.12498433142900467,0.08953115344047546,0.10823485255241394,0.005444083362817764
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,6,2,MP,PA,0.08204860985279083,0.12498433142900467,0.08953116089105606,0.10823486000299454,0.005444083362817764
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,6,3,MP,HA,0.08204860240221024,0.12498433142900467,0.08953116089105606,0.10823485255241394,0.005444083362817764
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,6,4,MP,NP,0.08204860240221024,0.12498433142900467,0.08953116089105606,0.10823485255241394,0.005444086156785488
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,6,5,MP,NA,0.08204860985279083,0.12498433142900467,0.08953116834163666,0.10823486000299454,0.005444086156785488
train_internal,gat1,1,reassortant_H5N1_B1.1_fasta_A_Black_Vulture_Florida_22-009058-004_2022,Reassortant,2.3.4.4b,train,6,7,MP,NS,0.08204860240221024,0.12498433142900467,0.08953116089105606,0.10823485255241394,0.005444083362817764
